,Date,Date_YMD,Status,States,value
23381,15-Apr-20,2020-04-15,Deceased,Himachal Pradesh,0
23382,16-Apr-20,2020-04-16,Confirmed,Himachal Pradesh,0
23383,16-Apr-20,2020-04-16,Recovered,Himachal Pradesh,3
23384,16-Apr-20,2020-04-16,Deceased,Himachal Pradesh,0
23385,17-Apr-20,2020-04-17,Confirmed,Himachal Pradesh,3
23386,17-Apr-20,2020-04-17,Recovered,Himachal Pradesh,0
23387,17-Apr-20,2020-04-17,Deceased,Himachal Pradesh,0
23388,18-Apr-20,2020-04-18,Confirmed,Himachal Pradesh,1
23389,18-Apr-20,2020-04-18,Recovered,Himachal Pradesh,0
23390,18-Apr-20,2020-04-18,Deceased,Himachal Pradesh,0
23391,19-Apr-20,2020-04-19,Confirmed,Himachal Pradesh,0
23392,19-Apr-20,2020-04-19,Recovered,Himachal Pradesh,0
23393,19-Apr-20,2020-04-19,Deceased,Himachal Pradesh,0
23394,20-Apr-20,2020-04-20,Confirmed,Himachal Pradesh,0
23395,20-Apr-20,2020-04-20,Recovered,Himachal Pradesh,0
23396,20-Apr-20,2020-04-20,Deceased,Himachal Pradesh,0
23397,21-Apr-20,2020-04-21,Confirmed,Himachal Pradesh,0
23398,21-Apr-20,2020-04-21,Recovered,Himachal Pradesh,0
23399,21-Apr-20,2020-04-21,Deceased,Himachal Pradesh,0
23400,22-Apr-20,2020-04-22,Confirmed,Himachal Pradesh,0
23401,22-Apr-20,2020-04-22,Recovered,Himachal Pradesh,0
23402,22-Apr-20,2020-04-22,Deceased,Himachal Pradesh,0
23403,23-Apr-20,2020-04-23,Confirmed,Himachal Pradesh,1
23404,23-Apr-20,2020-04-23,Recovered,Himachal Pradesh,2
23405,23-Apr-20,2020-04-23,Deceased,Himachal Pradesh,0
23406,24-Apr-20,2020-04-24,Confirmed,Himachal Pradesh,0
23407,24-Apr-20,2020-04-24,Recovered,Himachal Pradesh,0
23408,24-Apr-20,2020-04-24,Deceased,Himachal Pradesh,0
23409,25-Apr-20,2020-04-25,Confirmed,Himachal Pradesh,0
23410,25-Apr-20,2020-04-25,Recovered,Himachal Pradesh,4
23411,25-Apr-20,2020-04-25,Deceased,Himachal Pradesh,0
23412,26-Apr-20,2020-04-26,Confirmed,Himachal Pradesh,0
23413,26-Apr-20,2020-04-26,Recovered,Himachal Pradesh,0
23414,26-Apr-20,2020-04-26,Deceased,Himachal Pradesh,0
23415,27-Apr-20,2020-04-27,Confirmed,Himachal Pradesh,0
23416,27-Apr-20,2020-04-27,Recovered,Himachal Pradesh,3
23417,27-Apr-20,2020-04-27,Deceased,Himachal Pradesh,0
23418,28-Apr-20,2020-04-28,Confirmed,Himachal Pradesh,0
23419,28-Apr-20,2020-04-28,Recovered,Himachal Pradesh,0
23420,28-Apr-20,2020-04-28,Deceased,Himachal Pradesh,0
23421,29-Apr-20,2020-04-29,Confirmed,Himachal Pradesh,0
23422,29-Apr-20,2020-04-29,Recovered,Himachal Pradesh,0
23423,29-Apr-20,2020-04-29,Deceased,Himachal Pradesh,0
23424,30-Apr-20,2020-04-30,Confirmed,Himachal Pradesh,0
23425,30-Apr-20,2020-04-30,Recovered,Himachal Pradesh,3
23426,30-Apr-20,2020-04-30,Deceased,Himachal Pradesh,0
23427,01-May-20,2020-05-01,Confirmed,Himachal Pradesh,0
23428,01-May-20,2020-05-01,Recovered,Himachal Pradesh,2
23429,01-May-20,2020-05-01,Deceased,Himachal Pradesh,0
23430,02-May-20,2020-05-02,Confirmed,Himachal Pradesh,0
23431,02-May-20,2020-05-02,Recovered,Himachal Pradesh,3
23432,02-May-20,2020-05-02,Deceased,Himachal Pradesh,0
23433,03-May-20,2020-05-03,Confirmed,Himachal Pradesh,0
23434,03-May-20,2020-05-03,Recovered,Himachal Pradesh,1
23435,03-May-20,2020-05-03,Deceased,Himachal Pradesh,0
23436,04-May-20,2020-05-04,Confirmed,Himachal Pradesh,1
23437,04-May-20,2020-05-04,Recovered,Himachal Pradesh,0
23438,04-May-20,2020-05-04,Deceased,Himachal Pradesh,0
23439,05-May-20,2020-05-05,Confirmed,Himachal Pradesh,1
23440,05-May-20,2020-05-05,Recovered,Himachal Pradesh,0
23441,05-May-20,2020-05-05,Deceased,Himachal Pradesh,1
23442,06-May-20,2020-05-06,Confirmed,Himachal Pradesh,1
23443,06-May-20,2020-05-06,Recovered,Himachal Pradesh,0
23444,06-May-20,2020-05-06,Deceased,Himachal Pradesh,0
23445,07-May-20,2020-05-07,Confirmed,Himachal Pradesh,3
23446,07-May-20,2020-05-07,Recovered,Himachal Pradesh,0
23447,07-May-20,2020-05-07,Deceased,Himachal Pradesh,0
23448,08-May-20,2020-05-08,Confirmed,Himachal Pradesh,4
23449,08-May-20,2020-05-08,Recovered,Himachal Pradesh,0
23450,08-May-20,2020-05-08,Deceased,Himachal Pradesh,0
23451,09-May-20,2020-05-09,Confirmed,Himachal Pradesh,2
23452,09-May-20,2020-05-09,Recovered,Himachal Pradesh,1
23453,09-May-20,2020-05-09,Deceased,Himachal Pradesh,0
23454,10-May-20,2020-05-10,Confirmed,Himachal Pradesh,6
23455,10-May-20,2020-05-10,Recovered,Himachal Pradesh,0
23456,10-May-20,2020-05-10,Deceased,Himachal Pradesh,0
23457,11-May-20,2020-05-11,Confirmed,Himachal Pradesh,1
23458,11-May-20,2020-05-11,Recovered,Himachal Pradesh,0
23459,11-May-20,2020-05-11,Deceased,Himachal Pradesh,0
23460,12-May-20,2020-05-12,Confirmed,Himachal Pradesh,8
23461,12-May-20,2020-05-12,Recovered,Himachal Pradesh,0
23462,12-May-20,2020-05-12,Deceased,Himachal Pradesh,0
23463,13-May-20,2020-05-13,Confirmed,Himachal Pradesh,1
23464,13-May-20,2020-05-13,Recovered,Himachal Pradesh,0
23465,13-May-20,2020-05-13,Deceased,Himachal Pradesh,0
23466,14-May-20,2020-05-14,Confirmed,Himachal Pradesh,6
23467,14-May-20,2020-05-14,Recovered,Himachal Pradesh,0
23468,14-May-20,2020-05-14,Deceased,Himachal Pradesh,0
23469,15-May-20,2020-05-15,Confirmed,Himachal Pradesh,2
23470,15-May-20,2020-05-15,Recovered,Himachal Pradesh,0
23471,15-May-20,2020-05-15,Deceased,Himachal Pradesh,0
23472,16-May-20,2020-05-16,Confirmed,Himachal Pradesh,2
23473,16-May-20,2020-05-16,Recovered,Himachal Pradesh,4
23474,16-May-20,2020-05-16,Deceased,Himachal Pradesh,0
23475,17-May-20,2020-05-17,Confirmed,Himachal Pradesh,2
23476,17-May-20,2020-05-17,Recovered,Himachal Pradesh,1
23477,17-May-20,2020-05-17,Deceased,Himachal Pradesh,0
23478,18-May-20,2020-05-18,Confirmed,Himachal Pradesh,10
23479,18-May-20,2020-05-18,Recovered,Himachal Pradesh,2
23480,18-May-20,2020-05-18,Deceased,Himachal Pradesh,0
23481,19-May-20,2020-05-19,Confirmed,Himachal Pradesh,2
23482,19-May-20,2020-05-19,Recovered,Himachal Pradesh,5
23483,19-May-20,2020-05-19,Deceased,Himachal Pradesh,1
23484,20-May-20,2020-05-20,Confirmed,Himachal Pradesh,18
23485,20-May-20,2020-05-20,Recovered,Himachal Pradesh,3
23486,20-May-20,2020-05-20,Deceased,Himachal Pradesh,0
23487,21-May-20,2020-05-21,Confirmed,Himachal Pradesh,42
23488,21-May-20,2020-05-21,Recovered,Himachal Pradesh,5
23489,21-May-20,2020-05-21,Deceased,Himachal Pradesh,0
23490,22-May-20,2020-05-22,Confirmed,Himachal Pradesh,16
23491,22-May-20,2020-05-22,Recovered,Himachal Pradesh,0
23492,22-May-20,2020-05-22,Deceased,Himachal Pradesh,0
23493,23-May-20,2020-05-23,Confirmed,Himachal Pradesh,17
23494,23-May-20,2020-05-23,Recovered,Himachal Pradesh,2
23495,23-May-20,2020-05-23,Deceased,Himachal Pradesh,0
23496,24-May-20,2020-05-24,Confirmed,Himachal Pradesh,18
23497,24-May-20,2020-05-24,Recovered,Himachal Pradesh,2
23498,24-May-20,2020-05-24,Deceased,Himachal Pradesh,0
23499,25-May-20,2020-05-25,Confirmed,Himachal Pradesh,20
23500,25-May-20,2020-05-25,Recovered,Himachal Pradesh,4
23501,25-May-20,2020-05-25,Deceased,Himachal Pradesh,0
23502,26-May-20,2020-05-26,Confirmed,Himachal Pradesh,24
23503,26-May-20,2020-05-26,Recovered,Himachal Pradesh,0
23504,26-May-20,2020-05-26,Deceased,Himachal Pradesh,0
23505,27-May-20,2020-05-27,Confirmed,Himachal Pradesh,26
23506,27-May-20,2020-05-27,Recovered,Himachal Pradesh,3
23507,27-May-20,2020-05-27,Deceased,Himachal Pradesh,2
23508,28-May-20,2020-05-28,Confirmed,Himachal Pradesh,8
23509,28-May-20,2020-05-28,Recovered,Himachal Pradesh,7
23510,28-May-20,2020-05-28,Deceased,Himachal Pradesh,0
23511,29-May-20,2020-05-29,Confirmed,Himachal Pradesh,14
23512,29-May-20,2020-05-29,Recovered,Himachal Pradesh,10
23513,29-May-20,2020-05-29,Deceased,Himachal Pradesh,0
23514,30-May-20,2020-05-30,Confirmed,Himachal Pradesh,18
23515,30-May-20,2020-05-30,Recovered,Himachal Pradesh,24
23516,30-May-20,2020-05-30,Deceased,Himachal Pradesh,0
23517,31-May-20,2020-05-31,Confirmed,Himachal Pradesh,18
23518,31-May-20,2020-05-31,Recovered,Himachal Pradesh,9
23519,31-May-20,2020-05-31,Deceased,Himachal Pradesh,0
23520,01-Jun-20,2020-06-01,Confirmed,Himachal Pradesh,9
23521,01-Jun-20,2020-06-01,Recovered,Himachal Pradesh,2
23522,01-Jun-20,2020-06-01,Deceased,Himachal Pradesh,0
23523,02-Jun-20,2020-06-02,Confirmed,Himachal Pradesh,5
23524,02-Jun-20,2020-06-02,Recovered,Himachal Pradesh,18
23525,02-Jun-20,2020-06-02,Deceased,Himachal Pradesh,0
23526,03-Jun-20,2020-06-03,Confirmed,Himachal Pradesh,14
23527,03-Jun-20,2020-06-03,Recovered,Himachal Pradesh,10
23528,03-Jun-20,2020-06-03,Deceased,Himachal Pradesh,0
23529,04-Jun-20,2020-06-04,Confirmed,Himachal Pradesh,24
23530,04-Jun-20,2020-06-04,Recovered,Himachal Pradesh,29
23531,04-Jun-20,2020-06-04,Deceased,Himachal Pradesh,0
23532,05-Jun-20,2020-06-05,Confirmed,Himachal Pradesh,10
23533,05-Jun-20,2020-06-05,Recovered,Himachal Pradesh,10
23534,05-Jun-20,2020-06-05,Deceased,Himachal Pradesh,0
23535,06-Jun-20,2020-06-06,Confirmed,Himachal Pradesh,7
23536,06-Jun-20,2020-06-06,Recovered,Himachal Pradesh,5
23537,06-Jun-20,2020-06-06,Deceased,Himachal Pradesh,0
23538,07-Jun-20,2020-06-07,Confirmed,Himachal Pradesh,11
23539,07-Jun-20,2020-06-07,Recovered,Himachal Pradesh,28
23540,07-Jun-20,2020-06-07,Deceased,Himachal Pradesh,0
23541,08-Jun-20,2020-06-08,Confirmed,Himachal Pradesh,10
23542,08-Jun-20,2020-06-08,Recovered,Himachal Pradesh,5
23543,08-Jun-20,2020-06-08,Deceased,Himachal Pradesh,0
23544,09-Jun-20,2020-06-09,Confirmed,Himachal Pradesh,16
23545,09-Jun-20,2020-06-09,Recovered,Himachal Pradesh,14
23546,09-Jun-20,2020-06-09,Deceased,Himachal Pradesh,0
23547,10-Jun-20,2020-06-10,Confirmed,Himachal Pradesh,14
23548,10-Jun-20,2020-06-10,Recovered,Himachal Pradesh,13
23549,10-Jun-20,2020-06-10,Deceased,Himachal Pradesh,1
23550,11-Jun-20,2020-06-11,Confirmed,Himachal Pradesh,19
23551,11-Jun-20,2020-06-11,Recovered,Himachal Pradesh,26
23552,11-Jun-20,2020-06-11,Deceased,Himachal Pradesh,0
23553,12-Jun-20,2020-06-12,Confirmed,Himachal Pradesh,16
23554,12-Jun-20,2020-06-12,Recovered,Himachal Pradesh,17
23555,12-Jun-20,2020-06-12,Deceased,Himachal Pradesh,0
23556,13-Jun-20,2020-06-13,Confirmed,Himachal Pradesh,16
23557,13-Jun-20,2020-06-13,Recovered,Himachal Pradesh,16
23558,13-Jun-20,2020-06-13,Deceased,Himachal Pradesh,0
23559,14-Jun-20,2020-06-14,Confirmed,Himachal Pradesh,16
23560,14-Jun-20,2020-06-14,Recovered,Himachal Pradesh,17
23561,14-Jun-20,2020-06-14,Deceased,Himachal Pradesh,0
23562,15-Jun-20,2020-06-15,Confirmed,Himachal Pradesh,38
23563,15-Jun-20,2020-06-15,Recovered,Himachal Pradesh,16
23564,15-Jun-20,2020-06-15,Deceased,Himachal Pradesh,0
23565,16-Jun-20,2020-06-16,Confirmed,Himachal Pradesh,4
23566,16-Jun-20,2020-06-16,Recovered,Himachal Pradesh,19
23567,16-Jun-20,2020-06-16,Deceased,Himachal Pradesh,0
23568,17-Jun-20,2020-06-17,Confirmed,Himachal Pradesh,25
23569,17-Jun-20,2020-06-17,Recovered,Himachal Pradesh,7
23570,17-Jun-20,2020-06-17,Deceased,Himachal Pradesh,0
23571,18-Jun-20,2020-06-18,Confirmed,Himachal Pradesh,10
23572,18-Jun-20,2020-06-18,Recovered,Himachal Pradesh,5
23573,18-Jun-20,2020-06-18,Deceased,Himachal Pradesh,0
23574,19-Jun-20,2020-06-19,Confirmed,Himachal Pradesh,32
23575,19-Jun-20,2020-06-19,Recovered,Himachal Pradesh,12
23576,19-Jun-20,2020-06-19,Deceased,Himachal Pradesh,0
23577,20-Jun-20,2020-06-20,Confirmed,Himachal Pradesh,29
23578,20-Jun-20,2020-06-20,Recovered,Himachal Pradesh,20
23579,20-Jun-20,2020-06-20,Deceased,Himachal Pradesh,0
23580,21-Jun-20,2020-06-21,Confirmed,Himachal Pradesh,17
23581,21-Jun-20,2020-06-21,Recovered,Himachal Pradesh,12
23582,21-Jun-20,2020-06-21,Deceased,Himachal Pradesh,0
23583,22-Jun-20,2020-06-22,Confirmed,Himachal Pradesh,54
23584,22-Jun-20,2020-06-22,Recovered,Himachal Pradesh,12
23585,22-Jun-20,2020-06-22,Deceased,Himachal Pradesh,0
23586,23-Jun-20,2020-06-23,Confirmed,Himachal Pradesh,48
23587,23-Jun-20,2020-06-23,Recovered,Himachal Pradesh,3
23588,23-Jun-20,2020-06-23,Deceased,Himachal Pradesh,0
23589,24-Jun-20,2020-06-24,Confirmed,Himachal Pradesh,31
23590,24-Jun-20,2020-06-24,Recovered,Himachal Pradesh,34
23591,24-Jun-20,2020-06-24,Deceased,Himachal Pradesh,0
23592,25-Jun-20,2020-06-25,Confirmed,Himachal Pradesh,33
23593,25-Jun-20,2020-06-25,Recovered,Himachal Pradesh,8
23594,25-Jun-20,2020-06-25,Deceased,Himachal Pradesh,1
23595,26-Jun-20,2020-06-26,Confirmed,Himachal Pradesh,25
23596,26-Jun-20,2020-06-26,Recovered,Himachal Pradesh,20
23597,26-Jun-20,2020-06-26,Deceased,Himachal Pradesh,0
23598,27-Jun-20,2020-06-27,Confirmed,Himachal Pradesh,30
23599,27-Jun-20,2020-06-27,Recovered,Himachal Pradesh,7
23600,27-Jun-20,2020-06-27,Deceased,Himachal Pradesh,0
23601,28-Jun-20,2020-06-28,Confirmed,Himachal Pradesh,22
23602,28-Jun-20,2020-06-28,Recovered,Himachal Pradesh,17
23603,28-Jun-20,2020-06-28,Deceased,Himachal Pradesh,0
23604,29-Jun-20,2020-06-29,Confirmed,Himachal Pradesh,26
23605,29-Jun-20,2020-06-29,Recovered,Himachal Pradesh,38
23606,29-Jun-20,2020-06-29,Deceased,Himachal Pradesh,0
23607,30-Jun-20,2020-06-30,Confirmed,Himachal Pradesh,11
23608,30-Jun-20,2020-06-30,Recovered,Himachal Pradesh,19
23609,30-Jun-20,2020-06-30,Deceased,Himachal Pradesh,1
23610,01-Jul-20,2020-07-01,Confirmed,Himachal Pradesh,26
23611,01-Jul-20,2020-07-01,Recovered,Himachal Pradesh,42
23612,01-Jul-20,2020-07-01,Deceased,Himachal Pradesh,0
23613,02-Jul-20,2020-07-02,Confirmed,Himachal Pradesh,35
23614,02-Jul-20,2020-07-02,Recovered,Himachal Pradesh,15
23615,02-Jul-20,2020-07-02,Deceased,Himachal Pradesh,0
23616,03-Jul-20,2020-07-03,Confirmed,Himachal Pradesh,19
23617,03-Jul-20,2020-07-03,Recovered,Himachal Pradesh,39
23618,03-Jul-20,2020-07-03,Deceased,Himachal Pradesh,0
23619,04-Jul-20,2020-07-04,Confirmed,Himachal Pradesh,13
23620,04-Jul-20,2020-07-04,Recovered,Himachal Pradesh,25
23621,04-Jul-20,2020-07-04,Deceased,Himachal Pradesh,1
23622,05-Jul-20,2020-07-05,Confirmed,Himachal Pradesh,17
23623,05-Jul-20,2020-07-05,Recovered,Himachal Pradesh,28
23624,05-Jul-20,2020-07-05,Deceased,Himachal Pradesh,0
23625,06-Jul-20,2020-07-06,Confirmed,Himachal Pradesh,14
23626,06-Jul-20,2020-07-06,Recovered,Himachal Pradesh,26
23627,06-Jul-20,2020-07-06,Deceased,Himachal Pradesh,0
23628,07-Jul-20,2020-07-07,Confirmed,Himachal Pradesh,6
23629,07-Jul-20,2020-07-07,Recovered,Himachal Pradesh,27
23630,07-Jul-20,2020-07-07,Deceased,Himachal Pradesh,0
23631,08-Jul-20,2020-07-08,Confirmed,Himachal Pradesh,18
23632,08-Jul-20,2020-07-08,Recovered,Himachal Pradesh,43
23633,08-Jul-20,2020-07-08,Deceased,Himachal Pradesh,0
23634,09-Jul-20,2020-07-09,Confirmed,Himachal Pradesh,39
23635,09-Jul-20,2020-07-09,Recovered,Himachal Pradesh,13
23636,09-Jul-20,2020-07-09,Deceased,Himachal Pradesh,0
23637,10-Jul-20,2020-07-10,Confirmed,Himachal Pradesh,31
23638,10-Jul-20,2020-07-10,Recovered,Himachal Pradesh,39
23639,10-Jul-20,2020-07-10,Deceased,Himachal Pradesh,0
23640,11-Jul-20,2020-07-11,Confirmed,Himachal Pradesh,11
23641,11-Jul-20,2020-07-11,Recovered,Himachal Pradesh,23
23642,11-Jul-20,2020-07-11,Deceased,Himachal Pradesh,0
23643,12-Jul-20,2020-07-12,Confirmed,Himachal Pradesh,31
23644,12-Jul-20,2020-07-12,Recovered,Himachal Pradesh,21
23645,12-Jul-20,2020-07-12,Deceased,Himachal Pradesh,0
23646,13-Jul-20,2020-07-13,Confirmed,Himachal Pradesh,30
23647,13-Jul-20,2020-07-13,Recovered,Himachal Pradesh,11
23648,13-Jul-20,2020-07-13,Deceased,Himachal Pradesh,0
23649,14-Jul-20,2020-07-14,Confirmed,Himachal Pradesh,66
23650,14-Jul-20,2020-07-14,Recovered,Himachal Pradesh,11
23651,14-Jul-20,2020-07-14,Deceased,Himachal Pradesh,0
23652,15-Jul-20,2020-07-15,Confirmed,Himachal Pradesh,32
23653,15-Jul-20,2020-07-15,Recovered,Himachal Pradesh,28
23654,15-Jul-20,2020-07-15,Deceased,Himachal Pradesh,0
23655,16-Jul-20,2020-07-16,Confirmed,Himachal Pradesh,36
23656,16-Jul-20,2020-07-16,Recovered,Himachal Pradesh,5
23657,16-Jul-20,2020-07-16,Deceased,Himachal Pradesh,0
23658,17-Jul-20,2020-07-17,Confirmed,Himachal Pradesh,40
23659,17-Jul-20,2020-07-17,Recovered,Himachal Pradesh,40
23660,17-Jul-20,2020-07-17,Deceased,Himachal Pradesh,0
23661,18-Jul-20,2020-07-18,Confirmed,Himachal Pradesh,40
23662,18-Jul-20,2020-07-18,Recovered,Himachal Pradesh,19
23663,18-Jul-20,2020-07-18,Deceased,Himachal Pradesh,0
23664,19-Jul-20,2020-07-19,Confirmed,Himachal Pradesh,64
23665,19-Jul-20,2020-07-19,Recovered,Himachal Pradesh,29
23666,19-Jul-20,2020-07-19,Deceased,Himachal Pradesh,0
23667,20-Jul-20,2020-07-20,Confirmed,Himachal Pradesh,110
23668,20-Jul-20,2020-07-20,Recovered,Himachal Pradesh,8
23669,20-Jul-20,2020-07-20,Deceased,Himachal Pradesh,0
23670,21-Jul-20,2020-07-21,Confirmed,Himachal Pradesh,33
23671,21-Jul-20,2020-07-21,Recovered,Himachal Pradesh,10
23672,21-Jul-20,2020-07-21,Deceased,Himachal Pradesh,1
23673,22-Jul-20,2020-07-22,Confirmed,Himachal Pradesh,61
23674,22-Jul-20,2020-07-22,Recovered,Himachal Pradesh,28
23675,22-Jul-20,2020-07-22,Deceased,Himachal Pradesh,0
23676,23-Jul-20,2020-07-23,Confirmed,Himachal Pradesh,109
23677,23-Jul-20,2020-07-23,Recovered,Himachal Pradesh,31
23678,23-Jul-20,2020-07-23,Deceased,Himachal Pradesh,0
23679,24-Jul-20,2020-07-24,Confirmed,Himachal Pradesh,120
23680,24-Jul-20,2020-07-24,Recovered,Himachal Pradesh,9
23681,24-Jul-20,2020-07-24,Deceased,Himachal Pradesh,1
23682,25-Jul-20,2020-07-25,Confirmed,Himachal Pradesh,95
23683,25-Jul-20,2020-07-25,Recovered,Himachal Pradesh,28
23684,25-Jul-20,2020-07-25,Deceased,Himachal Pradesh,0
23685,26-Jul-20,2020-07-26,Confirmed,Himachal Pradesh,127
23686,26-Jul-20,2020-07-26,Recovered,Himachal Pradesh,25
23687,26-Jul-20,2020-07-26,Deceased,Himachal Pradesh,1
23688,27-Jul-20,2020-07-27,Confirmed,Himachal Pradesh,94
23689,27-Jul-20,2020-07-27,Recovered,Himachal Pradesh,18
23690,27-Jul-20,2020-07-27,Deceased,Himachal Pradesh,0
23691,28-Jul-20,2020-07-28,Confirmed,Himachal Pradesh,60
23692,28-Jul-20,2020-07-28,Recovered,Himachal Pradesh,18
23693,28-Jul-20,2020-07-28,Deceased,Himachal Pradesh,0
23694,29-Jul-20,2020-07-29,Confirmed,Himachal Pradesh,73
23695,29-Jul-20,2020-07-29,Recovered,Himachal Pradesh,98
23696,29-Jul-20,2020-07-29,Deceased,Himachal Pradesh,0
23697,30-Jul-20,2020-07-30,Confirmed,Himachal Pradesh,103
23698,30-Jul-20,2020-07-30,Recovered,Himachal Pradesh,55
23699,30-Jul-20,2020-07-30,Deceased,Himachal Pradesh,0
23700,31-Jul-20,2020-07-31,Confirmed,Himachal Pradesh,58
23701,31-Jul-20,2020-07-31,Recovered,Himachal Pradesh,72
23702,31-Jul-20,2020-07-31,Deceased,Himachal Pradesh,0
23703,01-Aug-20,2020-08-01,Confirmed,Himachal Pradesh,70
23704,01-Aug-20,2020-08-01,Recovered,Himachal Pradesh,43
23705,01-Aug-20,2020-08-01,Deceased,Himachal Pradesh,0
23706,02-Aug-20,2020-08-02,Confirmed,Himachal Pradesh,69
23707,02-Aug-20,2020-08-02,Recovered,Himachal Pradesh,57
23708,02-Aug-20,2020-08-02,Deceased,Himachal Pradesh,0
23709,03-Aug-20,2020-08-03,Confirmed,Himachal Pradesh,115
23710,03-Aug-20,2020-08-03,Recovered,Himachal Pradesh,99
23711,03-Aug-20,2020-08-03,Deceased,Himachal Pradesh,0
23712,04-Aug-20,2020-08-04,Confirmed,Himachal Pradesh,61
23713,04-Aug-20,2020-08-04,Recovered,Himachal Pradesh,52
23714,04-Aug-20,2020-08-04,Deceased,Himachal Pradesh,0
23715,05-Aug-20,2020-08-05,Confirmed,Himachal Pradesh,37
23716,05-Aug-20,2020-08-05,Recovered,Himachal Pradesh,52
23717,05-Aug-20,2020-08-05,Deceased,Himachal Pradesh,0
23718,06-Aug-20,2020-08-06,Confirmed,Himachal Pradesh,131
23719,06-Aug-20,2020-08-06,Recovered,Himachal Pradesh,103
23720,06-Aug-20,2020-08-06,Deceased,Himachal Pradesh,0
23721,07-Aug-20,2020-08-07,Confirmed,Himachal Pradesh,103
23722,07-Aug-20,2020-08-07,Recovered,Himachal Pradesh,89
23723,07-Aug-20,2020-08-07,Deceased,Himachal Pradesh,0
23724,08-Aug-20,2020-08-08,Confirmed,Himachal Pradesh,114
23725,08-Aug-20,2020-08-08,Recovered,Himachal Pradesh,127
23726,08-Aug-20,2020-08-08,Deceased,Himachal Pradesh,0
23727,09-Aug-20,2020-08-09,Confirmed,Himachal Pradesh,107
23728,09-Aug-20,2020-08-09,Recovered,Himachal Pradesh,100
23729,09-Aug-20,2020-08-09,Deceased,Himachal Pradesh,1
23730,10-Aug-20,2020-08-10,Confirmed,Himachal Pradesh,92
23731,10-Aug-20,2020-08-10,Recovered,Himachal Pradesh,24
23732,10-Aug-20,2020-08-10,Deceased,Himachal Pradesh,2
23733,11-Aug-20,2020-08-11,Confirmed,Himachal Pradesh,34
23734,11-Aug-20,2020-08-11,Recovered,Himachal Pradesh,68
23735,11-Aug-20,2020-08-11,Deceased,Himachal Pradesh,1
23736,12-Aug-20,2020-08-12,Confirmed,Himachal Pradesh,139
23737,12-Aug-20,2020-08-12,Recovered,Himachal Pradesh,89
23738,12-Aug-20,2020-08-12,Deceased,Himachal Pradesh,0
23739,13-Aug-20,2020-08-13,Confirmed,Himachal Pradesh,180
23740,13-Aug-20,2020-08-13,Recovered,Himachal Pradesh,73
23741,13-Aug-20,2020-08-13,Deceased,Himachal Pradesh,1
23742,14-Aug-20,2020-08-14,Confirmed,Himachal Pradesh,58
23743,14-Aug-20,2020-08-14,Recovered,Himachal Pradesh,116
23744,14-Aug-20,2020-08-14,Deceased,Himachal Pradesh,0
23745,15-Aug-20,2020-08-15,Confirmed,Himachal Pradesh,119
23746,15-Aug-20,2020-08-15,Recovered,Himachal Pradesh,81
23747,15-Aug-20,2020-08-15,Deceased,Himachal Pradesh,0
23748,16-Aug-20,2020-08-16,Confirmed,Himachal Pradesh,163
23749,16-Aug-20,2020-08-16,Recovered,Himachal Pradesh,88
23750,16-Aug-20,2020-08-16,Deceased,Himachal Pradesh,0
23751,17-Aug-20,2020-08-17,Confirmed,Himachal Pradesh,18
23752,17-Aug-20,2020-08-17,Recovered,Himachal Pradesh,114
23753,17-Aug-20,2020-08-17,Deceased,Himachal Pradesh,0
23754,18-Aug-20,2020-08-18,Confirmed,Himachal Pradesh,61
23755,18-Aug-20,2020-08-18,Recovered,Himachal Pradesh,89
23756,18-Aug-20,2020-08-18,Deceased,Himachal Pradesh,0
23757,19-Aug-20,2020-08-19,Confirmed,Himachal Pradesh,176
23758,19-Aug-20,2020-08-19,Recovered,Himachal Pradesh,69
23759,19-Aug-20,2020-08-19,Deceased,Himachal Pradesh,2
23760,20-Aug-20,2020-08-20,Confirmed,Himachal Pradesh,127
23761,20-Aug-20,2020-08-20,Recovered,Himachal Pradesh,93
23762,20-Aug-20,2020-08-20,Deceased,Himachal Pradesh,2
23763,21-Aug-20,2020-08-21,Confirmed,Himachal Pradesh,190
23764,21-Aug-20,2020-08-21,Recovered,Himachal Pradesh,149
23765,21-Aug-20,2020-08-21,Deceased,Himachal Pradesh,2
23766,22-Aug-20,2020-08-22,Confirmed,Himachal Pradesh,167
23767,22-Aug-20,2020-08-22,Recovered,Himachal Pradesh,107
23768,22-Aug-20,2020-08-22,Deceased,Himachal Pradesh,4
23769,23-Aug-20,2020-08-23,Confirmed,Himachal Pradesh,106
23770,23-Aug-20,2020-08-23,Recovered,Himachal Pradesh,120
23771,23-Aug-20,2020-08-23,Deceased,Himachal Pradesh,0
23772,24-Aug-20,2020-08-24,Confirmed,Himachal Pradesh,100
23773,24-Aug-20,2020-08-24,Recovered,Himachal Pradesh,123
23774,24-Aug-20,2020-08-24,Deceased,Himachal Pradesh,0
23775,25-Aug-20,2020-08-25,Confirmed,Himachal Pradesh,53
23776,25-Aug-20,2020-08-25,Recovered,Himachal Pradesh,164
23777,25-Aug-20,2020-08-25,Deceased,Himachal Pradesh,1
23778,26-Aug-20,2020-08-26,Confirmed,Himachal Pradesh,167
23779,26-Aug-20,2020-08-26,Recovered,Himachal Pradesh,62
23780,26-Aug-20,2020-08-26,Deceased,Himachal Pradesh,2
