,Date,Date_YMD,Status,States,value
3057,10-May-21,2021-05-10,Confirmed,Andhra Pradesh,14986
3058,10-May-21,2021-05-10,Recovered,Andhra Pradesh,16167
3059,10-May-21,2021-05-10,Deceased,Andhra Pradesh,84
3060,11-May-21,2021-05-11,Confirmed,Andhra Pradesh,20345
3061,11-May-21,2021-05-11,Recovered,Andhra Pradesh,14502
3062,11-May-21,2021-05-11,Deceased,Andhra Pradesh,108
3063,12-May-21,2021-05-12,Confirmed,Andhra Pradesh,21452
3064,12-May-21,2021-05-12,Recovered,Andhra Pradesh,19095
3065,12-May-21,2021-05-12,Deceased,Andhra Pradesh,89
3066,13-May-21,2021-05-13,Confirmed,Andhra Pradesh,22399
3067,13-May-21,2021-05-13,Recovered,Andhra Pradesh,18638
3068,13-May-21,2021-05-13,Deceased,Andhra Pradesh,89
3069,14-May-21,2021-05-14,Confirmed,Andhra Pradesh,22018
3070,14-May-21,2021-05-14,Recovered,Andhra Pradesh,19177
3071,14-May-21,2021-05-14,Deceased,Andhra Pradesh,96
3072,15-May-21,2021-05-15,Confirmed,Andhra Pradesh,22517
3073,15-May-21,2021-05-15,Recovered,Andhra Pradesh,18739
3074,15-May-21,2021-05-15,Deceased,Andhra Pradesh,98
3075,16-May-21,2021-05-16,Confirmed,Andhra Pradesh,24171
3076,16-May-21,2021-05-16,Recovered,Andhra Pradesh,21101
3077,16-May-21,2021-05-16,Deceased,Andhra Pradesh,101
3078,17-May-21,2021-05-17,Confirmed,Andhra Pradesh,18561
3079,17-May-21,2021-05-17,Recovered,Andhra Pradesh,17334
3080,17-May-21,2021-05-17,Deceased,Andhra Pradesh,109
3081,18-May-21,2021-05-18,Confirmed,Andhra Pradesh,21320
3082,18-May-21,2021-05-18,Recovered,Andhra Pradesh,21274
3083,18-May-21,2021-05-18,Deceased,Andhra Pradesh,99
3084,19-May-21,2021-05-19,Confirmed,Andhra Pradesh,23160
3085,19-May-21,2021-05-19,Recovered,Andhra Pradesh,24819
3086,19-May-21,2021-05-19,Deceased,Andhra Pradesh,106
3087,20-May-21,2021-05-20,Confirmed,Andhra Pradesh,22610
3088,20-May-21,2021-05-20,Recovered,Andhra Pradesh,23098
3089,20-May-21,2021-05-20,Deceased,Andhra Pradesh,114
3090,21-May-21,2021-05-21,Confirmed,Andhra Pradesh,20937
3091,21-May-21,2021-05-21,Recovered,Andhra Pradesh,20811
3092,21-May-21,2021-05-21,Deceased,Andhra Pradesh,104
3093,22-May-21,2021-05-22,Confirmed,Andhra Pradesh,19981
3094,22-May-21,2021-05-22,Recovered,Andhra Pradesh,18336
3095,22-May-21,2021-05-22,Deceased,Andhra Pradesh,118
3096,23-May-21,2021-05-23,Confirmed,Andhra Pradesh,18767
3097,23-May-21,2021-05-23,Recovered,Andhra Pradesh,20109
3098,23-May-21,2021-05-23,Deceased,Andhra Pradesh,104
3099,24-May-21,2021-05-24,Confirmed,Andhra Pradesh,12994
3100,24-May-21,2021-05-24,Recovered,Andhra Pradesh,18373
3101,24-May-21,2021-05-24,Deceased,Andhra Pradesh,96
3102,25-May-21,2021-05-25,Confirmed,Andhra Pradesh,15284
3103,25-May-21,2021-05-25,Recovered,Andhra Pradesh,20917
3104,25-May-21,2021-05-25,Deceased,Andhra Pradesh,106
3105,26-May-21,2021-05-26,Confirmed,Andhra Pradesh,18285
3106,26-May-21,2021-05-26,Recovered,Andhra Pradesh,24105
3107,26-May-21,2021-05-26,Deceased,Andhra Pradesh,99
3108,27-May-21,2021-05-27,Confirmed,Andhra Pradesh,16167
3109,27-May-21,2021-05-27,Recovered,Andhra Pradesh,21385
3110,27-May-21,2021-05-27,Deceased,Andhra Pradesh,104
3111,28-May-21,2021-05-28,Confirmed,Andhra Pradesh,14429
3112,28-May-21,2021-05-28,Recovered,Andhra Pradesh,20746
3113,28-May-21,2021-05-28,Deceased,Andhra Pradesh,103
3114,29-May-21,2021-05-29,Confirmed,Andhra Pradesh,13756
3115,29-May-21,2021-05-29,Recovered,Andhra Pradesh,20392
3116,29-May-21,2021-05-29,Deceased,Andhra Pradesh,104
3117,30-May-21,2021-05-30,Confirmed,Andhra Pradesh,13400
3118,30-May-21,2021-05-30,Recovered,Andhra Pradesh,21133
3119,30-May-21,2021-05-30,Deceased,Andhra Pradesh,94
3120,31-May-21,2021-05-31,Confirmed,Andhra Pradesh,7943
3121,31-May-21,2021-05-31,Recovered,Andhra Pradesh,19845
3122,31-May-21,2021-05-31,Deceased,Andhra Pradesh,98
3123,01-Jun-21,2021-06-01,Confirmed,Andhra Pradesh,11303
3124,01-Jun-21,2021-06-01,Recovered,Andhra Pradesh,18257
3125,01-Jun-21,2021-06-01,Deceased,Andhra Pradesh,104
3126,02-Jun-21,2021-06-02,Confirmed,Andhra Pradesh,12768
3127,02-Jun-21,2021-06-02,Recovered,Andhra Pradesh,15612
3128,02-Jun-21,2021-06-02,Deceased,Andhra Pradesh,98
3129,03-Jun-21,2021-06-03,Confirmed,Andhra Pradesh,11421
3130,03-Jun-21,2021-06-03,Recovered,Andhra Pradesh,16223
3131,03-Jun-21,2021-06-03,Deceased,Andhra Pradesh,81
3132,04-Jun-21,2021-06-04,Confirmed,Andhra Pradesh,10413
3133,04-Jun-21,2021-06-04,Recovered,Andhra Pradesh,15469
3134,04-Jun-21,2021-06-04,Deceased,Andhra Pradesh,83
3135,05-Jun-21,2021-06-05,Confirmed,Andhra Pradesh,10373
3136,05-Jun-21,2021-06-05,Recovered,Andhra Pradesh,15958
3137,05-Jun-21,2021-06-05,Deceased,Andhra Pradesh,80
3138,06-Jun-21,2021-06-06,Confirmed,Andhra Pradesh,8976
3139,06-Jun-21,2021-06-06,Recovered,Andhra Pradesh,13568
3140,06-Jun-21,2021-06-06,Deceased,Andhra Pradesh,90
3141,07-Jun-21,2021-06-07,Confirmed,Andhra Pradesh,4872
3142,07-Jun-21,2021-06-07,Recovered,Andhra Pradesh,13702
3143,07-Jun-21,2021-06-07,Deceased,Andhra Pradesh,86
3144,08-Jun-21,2021-06-08,Confirmed,Andhra Pradesh,7796
3145,08-Jun-21,2021-06-08,Recovered,Andhra Pradesh,14641
3146,08-Jun-21,2021-06-08,Deceased,Andhra Pradesh,77
3147,09-Jun-21,2021-06-09,Confirmed,Andhra Pradesh,8766
3148,09-Jun-21,2021-06-09,Recovered,Andhra Pradesh,12292
3149,09-Jun-21,2021-06-09,Deceased,Andhra Pradesh,67
3150,10-Jun-21,2021-06-10,Confirmed,Andhra Pradesh,8110
3151,10-Jun-21,2021-06-10,Recovered,Andhra Pradesh,12981
3152,10-Jun-21,2021-06-10,Deceased,Andhra Pradesh,67
3153,11-Jun-21,2021-06-11,Confirmed,Andhra Pradesh,8239
3154,11-Jun-21,2021-06-11,Recovered,Andhra Pradesh,11135
3155,11-Jun-21,2021-06-11,Deceased,Andhra Pradesh,61
3156,12-Jun-21,2021-06-12,Confirmed,Andhra Pradesh,6952
3157,12-Jun-21,2021-06-12,Recovered,Andhra Pradesh,11577
3158,12-Jun-21,2021-06-12,Deceased,Andhra Pradesh,58
3159,13-Jun-21,2021-06-13,Confirmed,Andhra Pradesh,6770
3160,13-Jun-21,2021-06-13,Recovered,Andhra Pradesh,12492
3161,13-Jun-21,2021-06-13,Deceased,Andhra Pradesh,58
3162,14-Jun-21,2021-06-14,Confirmed,Andhra Pradesh,4549
3163,14-Jun-21,2021-06-14,Recovered,Andhra Pradesh,10114
3164,14-Jun-21,2021-06-14,Deceased,Andhra Pradesh,59
3165,15-Jun-21,2021-06-15,Confirmed,Andhra Pradesh,5741
3166,15-Jun-21,2021-06-15,Recovered,Andhra Pradesh,10567
3167,15-Jun-21,2021-06-15,Deceased,Andhra Pradesh,53
3168,16-Jun-21,2021-06-16,Confirmed,Andhra Pradesh,6617
3169,16-Jun-21,2021-06-16,Recovered,Andhra Pradesh,10228
3170,16-Jun-21,2021-06-16,Deceased,Andhra Pradesh,57
3171,17-Jun-21,2021-06-17,Confirmed,Andhra Pradesh,6151
3172,17-Jun-21,2021-06-17,Recovered,Andhra Pradesh,7728
3173,17-Jun-21,2021-06-17,Deceased,Andhra Pradesh,58
3174,18-Jun-21,2021-06-18,Confirmed,Andhra Pradesh,6341
3175,18-Jun-21,2021-06-18,Recovered,Andhra Pradesh,8486
3176,18-Jun-21,2021-06-18,Deceased,Andhra Pradesh,57
3177,19-Jun-21,2021-06-19,Confirmed,Andhra Pradesh,5674
3178,19-Jun-21,2021-06-19,Recovered,Andhra Pradesh,8014
3179,19-Jun-21,2021-06-19,Deceased,Andhra Pradesh,45
3180,20-Jun-21,2021-06-20,Confirmed,Andhra Pradesh,5646
3181,20-Jun-21,2021-06-20,Recovered,Andhra Pradesh,7772
3182,20-Jun-21,2021-06-20,Deceased,Andhra Pradesh,50
3183,21-Jun-21,2021-06-21,Confirmed,Andhra Pradesh,2620
3184,21-Jun-21,2021-06-21,Recovered,Andhra Pradesh,7504
3185,21-Jun-21,2021-06-21,Deceased,Andhra Pradesh,44
3186,22-Jun-21,2021-06-22,Confirmed,Andhra Pradesh,4169
3187,22-Jun-21,2021-06-22,Recovered,Andhra Pradesh,8376
3188,22-Jun-21,2021-06-22,Deceased,Andhra Pradesh,53
3189,23-Jun-21,2021-06-23,Confirmed,Andhra Pradesh,4684
3190,23-Jun-21,2021-06-23,Recovered,Andhra Pradesh,7324
3191,23-Jun-21,2021-06-23,Deceased,Andhra Pradesh,36
3192,24-Jun-21,2021-06-24,Confirmed,Andhra Pradesh,4981
3193,24-Jun-21,2021-06-24,Recovered,Andhra Pradesh,6464
3194,24-Jun-21,2021-06-24,Deceased,Andhra Pradesh,38
3195,25-Jun-21,2021-06-25,Confirmed,Andhra Pradesh,4458
3196,25-Jun-21,2021-06-25,Recovered,Andhra Pradesh,6313
3197,25-Jun-21,2021-06-25,Deceased,Andhra Pradesh,38
3198,26-Jun-21,2021-06-26,Confirmed,Andhra Pradesh,4147
3199,26-Jun-21,2021-06-26,Recovered,Andhra Pradesh,5773
3200,26-Jun-21,2021-06-26,Deceased,Andhra Pradesh,38
3201,27-Jun-21,2021-06-27,Confirmed,Andhra Pradesh,4250
3202,27-Jun-21,2021-06-27,Recovered,Andhra Pradesh,5570
3203,27-Jun-21,2021-06-27,Deceased,Andhra Pradesh,33
3204,28-Jun-21,2021-06-28,Confirmed,Andhra Pradesh,2224
3205,28-Jun-21,2021-06-28,Recovered,Andhra Pradesh,4714
3206,28-Jun-21,2021-06-28,Deceased,Andhra Pradesh,31
3207,29-Jun-21,2021-06-29,Confirmed,Andhra Pradesh,3620
3208,29-Jun-21,2021-06-29,Recovered,Andhra Pradesh,5757
3209,29-Jun-21,2021-06-29,Deceased,Andhra Pradesh,41
3210,30-Jun-21,2021-06-30,Confirmed,Andhra Pradesh,3797
3211,30-Jun-21,2021-06-30,Recovered,Andhra Pradesh,5498
3212,30-Jun-21,2021-06-30,Deceased,Andhra Pradesh,35
3213,01-Jul-21,2021-07-01,Confirmed,Andhra Pradesh,3841
3214,01-Jul-21,2021-07-01,Recovered,Andhra Pradesh,3963
3215,01-Jul-21,2021-07-01,Deceased,Andhra Pradesh,38
3216,02-Jul-21,2021-07-02,Confirmed,Andhra Pradesh,3464
3217,02-Jul-21,2021-07-02,Recovered,Andhra Pradesh,4284
3218,02-Jul-21,2021-07-02,Deceased,Andhra Pradesh,35
3219,03-Jul-21,2021-07-03,Confirmed,Andhra Pradesh,2930
3220,03-Jul-21,2021-07-03,Recovered,Andhra Pradesh,4346
3221,03-Jul-21,2021-07-03,Deceased,Andhra Pradesh,36
3222,04-Jul-21,2021-07-04,Confirmed,Andhra Pradesh,3175
3223,04-Jul-21,2021-07-04,Recovered,Andhra Pradesh,3692
3224,04-Jul-21,2021-07-04,Deceased,Andhra Pradesh,29
3225,05-Jul-21,2021-07-05,Confirmed,Andhra Pradesh,2100
3226,05-Jul-21,2021-07-05,Recovered,Andhra Pradesh,3435
3227,05-Jul-21,2021-07-05,Deceased,Andhra Pradesh,26
3228,06-Jul-21,2021-07-06,Confirmed,Andhra Pradesh,3042
3229,06-Jul-21,2021-07-06,Recovered,Andhra Pradesh,3748
3230,06-Jul-21,2021-07-06,Deceased,Andhra Pradesh,28
3231,07-Jul-21,2021-07-07,Confirmed,Andhra Pradesh,3166
3232,07-Jul-21,2021-07-07,Recovered,Andhra Pradesh,4019
3233,07-Jul-21,2021-07-07,Deceased,Andhra Pradesh,21
3234,08-Jul-21,2021-07-08,Confirmed,Andhra Pradesh,2982
3235,08-Jul-21,2021-07-08,Recovered,Andhra Pradesh,3461
3236,08-Jul-21,2021-07-08,Deceased,Andhra Pradesh,27
3237,09-Jul-21,2021-07-09,Confirmed,Andhra Pradesh,3040
3238,09-Jul-21,2021-07-09,Recovered,Andhra Pradesh,4576
3239,09-Jul-21,2021-07-09,Deceased,Andhra Pradesh,14
3240,10-Jul-21,2021-07-10,Confirmed,Andhra Pradesh,2925
3241,10-Jul-21,2021-07-10,Recovered,Andhra Pradesh,3937
3242,10-Jul-21,2021-07-10,Deceased,Andhra Pradesh,26
3243,11-Jul-21,2021-07-11,Confirmed,Andhra Pradesh,2665
3244,11-Jul-21,2021-07-11,Recovered,Andhra Pradesh,3231
3245,11-Jul-21,2021-07-11,Deceased,Andhra Pradesh,16
3246,12-Jul-21,2021-07-12,Confirmed,Andhra Pradesh,1578
3247,12-Jul-21,2021-07-12,Recovered,Andhra Pradesh,3041
3248,12-Jul-21,2021-07-12,Deceased,Andhra Pradesh,22
3249,13-Jul-21,2021-07-13,Confirmed,Andhra Pradesh,2567
3250,13-Jul-21,2021-07-13,Recovered,Andhra Pradesh,3034
3251,13-Jul-21,2021-07-13,Deceased,Andhra Pradesh,18
3252,14-Jul-21,2021-07-14,Confirmed,Andhra Pradesh,2591
3253,14-Jul-21,2021-07-14,Recovered,Andhra Pradesh,3329
3254,14-Jul-21,2021-07-14,Deceased,Andhra Pradesh,15
3255,15-Jul-21,2021-07-15,Confirmed,Andhra Pradesh,2526
3256,15-Jul-21,2021-07-15,Recovered,Andhra Pradesh,2933
3257,15-Jul-21,2021-07-15,Deceased,Andhra Pradesh,24
3258,16-Jul-21,2021-07-16,Confirmed,Andhra Pradesh,2345
3259,16-Jul-21,2021-07-16,Recovered,Andhra Pradesh,3001
3260,16-Jul-21,2021-07-16,Deceased,Andhra Pradesh,16
3261,17-Jul-21,2021-07-17,Confirmed,Andhra Pradesh,2672
3262,17-Jul-21,2021-07-17,Recovered,Andhra Pradesh,2467
3263,17-Jul-21,2021-07-17,Deceased,Andhra Pradesh,18
3264,18-Jul-21,2021-07-18,Confirmed,Andhra Pradesh,2974
3265,18-Jul-21,2021-07-18,Recovered,Andhra Pradesh,3290
3266,18-Jul-21,2021-07-18,Deceased,Andhra Pradesh,17
3267,19-Jul-21,2021-07-19,Confirmed,Andhra Pradesh,1628
3268,19-Jul-21,2021-07-19,Recovered,Andhra Pradesh,2744
3269,19-Jul-21,2021-07-19,Deceased,Andhra Pradesh,22
3270,20-Jul-21,2021-07-20,Confirmed,Andhra Pradesh,2498
3271,20-Jul-21,2021-07-20,Recovered,Andhra Pradesh,2201
3272,20-Jul-21,2021-07-20,Deceased,Andhra Pradesh,24
3273,21-Jul-21,2021-07-21,Confirmed,Andhra Pradesh,2527
3274,21-Jul-21,2021-07-21,Recovered,Andhra Pradesh,2412
3275,21-Jul-21,2021-07-21,Deceased,Andhra Pradesh,19
3276,22-Jul-21,2021-07-22,Confirmed,Andhra Pradesh,1843
3277,22-Jul-21,2021-07-22,Recovered,Andhra Pradesh,2199
3278,22-Jul-21,2021-07-22,Deceased,Andhra Pradesh,12
3279,23-Jul-21,2021-07-23,Confirmed,Andhra Pradesh,1747
3280,23-Jul-21,2021-07-23,Recovered,Andhra Pradesh,2365
3281,23-Jul-21,2021-07-23,Deceased,Andhra Pradesh,14
3282,24-Jul-21,2021-07-24,Confirmed,Andhra Pradesh,2174
3283,24-Jul-21,2021-07-24,Recovered,Andhra Pradesh,2737
3284,24-Jul-21,2021-07-24,Deceased,Andhra Pradesh,18
3285,25-Jul-21,2021-07-25,Confirmed,Andhra Pradesh,2252
3286,25-Jul-21,2021-07-25,Recovered,Andhra Pradesh,2440
3287,25-Jul-21,2021-07-25,Deceased,Andhra Pradesh,15
3288,26-Jul-21,2021-07-26,Confirmed,Andhra Pradesh,1627
3289,26-Jul-21,2021-07-26,Recovered,Andhra Pradesh,2017
3290,26-Jul-21,2021-07-26,Deceased,Andhra Pradesh,17
3291,27-Jul-21,2021-07-27,Confirmed,Andhra Pradesh,1540
3292,27-Jul-21,2021-07-27,Recovered,Andhra Pradesh,2304
3293,27-Jul-21,2021-07-27,Deceased,Andhra Pradesh,19
3294,28-Jul-21,2021-07-28,Confirmed,Andhra Pradesh,2010
3295,28-Jul-21,2021-07-28,Recovered,Andhra Pradesh,1956
3296,28-Jul-21,2021-07-28,Deceased,Andhra Pradesh,20
3297,29-Jul-21,2021-07-29,Confirmed,Andhra Pradesh,2107
3298,29-Jul-21,2021-07-29,Recovered,Andhra Pradesh,1807
3299,29-Jul-21,2021-07-29,Deceased,Andhra Pradesh,20
3300,30-Jul-21,2021-07-30,Confirmed,Andhra Pradesh,2068
3301,30-Jul-21,2021-07-30,Recovered,Andhra Pradesh,2127
3302,30-Jul-21,2021-07-30,Deceased,Andhra Pradesh,22
3303,31-Jul-21,2021-07-31,Confirmed,Andhra Pradesh,2058
3304,31-Jul-21,2021-07-31,Recovered,Andhra Pradesh,2053
3305,31-Jul-21,2021-07-31,Deceased,Andhra Pradesh,23
3306,01-Aug-21,2021-08-01,Confirmed,Andhra Pradesh,2287
3307,01-Aug-21,2021-08-01,Recovered,Andhra Pradesh,2430
3308,01-Aug-21,2021-08-01,Deceased,Andhra Pradesh,18
3309,02-Aug-21,2021-08-02,Confirmed,Andhra Pradesh,1546
3310,02-Aug-21,2021-08-02,Recovered,Andhra Pradesh,1968
3311,02-Aug-21,2021-08-02,Deceased,Andhra Pradesh,15
3312,03-Aug-21,2021-08-03,Confirmed,Andhra Pradesh,1546
3313,03-Aug-21,2021-08-03,Recovered,Andhra Pradesh,1940
3314,03-Aug-21,2021-08-03,Deceased,Andhra Pradesh,18
3315,04-Aug-21,2021-08-04,Confirmed,Andhra Pradesh,2442
3316,04-Aug-21,2021-08-04,Recovered,Andhra Pradesh,2412
3317,04-Aug-21,2021-08-04,Deceased,Andhra Pradesh,16
3318,05-Aug-21,2021-08-05,Confirmed,Andhra Pradesh,2145
3319,05-Aug-21,2021-08-05,Recovered,Andhra Pradesh,2003
3320,05-Aug-21,2021-08-05,Deceased,Andhra Pradesh,24
3321,06-Aug-21,2021-08-06,Confirmed,Andhra Pradesh,2209
3322,06-Aug-21,2021-08-06,Recovered,Andhra Pradesh,1896
3323,06-Aug-21,2021-08-06,Deceased,Andhra Pradesh,22
3324,07-Aug-21,2021-08-07,Confirmed,Andhra Pradesh,1908
3325,07-Aug-21,2021-08-07,Recovered,Andhra Pradesh,2103
3326,07-Aug-21,2021-08-07,Deceased,Andhra Pradesh,23
3327,08-Aug-21,2021-08-08,Confirmed,Andhra Pradesh,2050
3328,08-Aug-21,2021-08-08,Recovered,Andhra Pradesh,2458
3329,08-Aug-21,2021-08-08,Deceased,Andhra Pradesh,18
3330,09-Aug-21,2021-08-09,Confirmed,Andhra Pradesh,1413
3331,09-Aug-21,2021-08-09,Recovered,Andhra Pradesh,1795
3332,09-Aug-21,2021-08-09,Deceased,Andhra Pradesh,18
3333,10-Aug-21,2021-08-10,Confirmed,Andhra Pradesh,1461
3334,10-Aug-21,2021-08-10,Recovered,Andhra Pradesh,2113
3335,10-Aug-21,2021-08-10,Deceased,Andhra Pradesh,15
3336,11-Aug-21,2021-08-11,Confirmed,Andhra Pradesh,1869
3337,11-Aug-21,2021-08-11,Recovered,Andhra Pradesh,2316
3338,11-Aug-21,2021-08-11,Deceased,Andhra Pradesh,18
3339,12-Aug-21,2021-08-12,Confirmed,Andhra Pradesh,1859
3340,12-Aug-21,2021-08-12,Recovered,Andhra Pradesh,1575
3341,12-Aug-21,2021-08-12,Deceased,Andhra Pradesh,13
3342,13-Aug-21,2021-08-13,Confirmed,Andhra Pradesh,1746
3343,13-Aug-21,2021-08-13,Recovered,Andhra Pradesh,1648
3344,13-Aug-21,2021-08-13,Deceased,Andhra Pradesh,20
3345,14-Aug-21,2021-08-14,Confirmed,Andhra Pradesh,1535
3346,14-Aug-21,2021-08-14,Recovered,Andhra Pradesh,2075
3347,14-Aug-21,2021-08-14,Deceased,Andhra Pradesh,16
3348,15-Aug-21,2021-08-15,Confirmed,Andhra Pradesh,1506
3349,15-Aug-21,2021-08-15,Recovered,Andhra Pradesh,1835
3350,15-Aug-21,2021-08-15,Deceased,Andhra Pradesh,16
3351,16-Aug-21,2021-08-16,Confirmed,Andhra Pradesh,909
3352,16-Aug-21,2021-08-16,Recovered,Andhra Pradesh,1543
3353,16-Aug-21,2021-08-16,Deceased,Andhra Pradesh,13
3354,17-Aug-21,2021-08-17,Confirmed,Andhra Pradesh,1063
3355,17-Aug-21,2021-08-17,Recovered,Andhra Pradesh,1929
3356,17-Aug-21,2021-08-17,Deceased,Andhra Pradesh,11
3357,18-Aug-21,2021-08-18,Confirmed,Andhra Pradesh,1433
3358,18-Aug-21,2021-08-18,Recovered,Andhra Pradesh,1815
3359,18-Aug-21,2021-08-18,Deceased,Andhra Pradesh,15
3360,19-Aug-21,2021-08-19,Confirmed,Andhra Pradesh,1501
3361,19-Aug-21,2021-08-19,Recovered,Andhra Pradesh,1697
3362,19-Aug-21,2021-08-19,Deceased,Andhra Pradesh,10
3363,20-Aug-21,2021-08-20,Confirmed,Andhra Pradesh,1435
3364,20-Aug-21,2021-08-20,Recovered,Andhra Pradesh,1695
3365,20-Aug-21,2021-08-20,Deceased,Andhra Pradesh,6
3366,21-Aug-21,2021-08-21,Confirmed,Andhra Pradesh,1217
3367,21-Aug-21,2021-08-21,Recovered,Andhra Pradesh,1535
3368,21-Aug-21,2021-08-21,Deceased,Andhra Pradesh,13
3369,22-Aug-21,2021-08-22,Confirmed,Andhra Pradesh,1085
3370,22-Aug-21,2021-08-22,Recovered,Andhra Pradesh,1541
3371,22-Aug-21,2021-08-22,Deceased,Andhra Pradesh,8
3372,23-Aug-21,2021-08-23,Confirmed,Andhra Pradesh,1002
3373,23-Aug-21,2021-08-23,Recovered,Andhra Pradesh,1508
3374,23-Aug-21,2021-08-23,Deceased,Andhra Pradesh,12
3375,24-Aug-21,2021-08-24,Confirmed,Andhra Pradesh,1248
3376,24-Aug-21,2021-08-24,Recovered,Andhra Pradesh,1715
3377,24-Aug-21,2021-08-24,Deceased,Andhra Pradesh,15
3378,25-Aug-21,2021-08-25,Confirmed,Andhra Pradesh,1601
3379,25-Aug-21,2021-08-25,Recovered,Andhra Pradesh,1201
3380,25-Aug-21,2021-08-25,Deceased,Andhra Pradesh,16
3381,26-Aug-21,2021-08-26,Confirmed,Andhra Pradesh,1539
3382,26-Aug-21,2021-08-26,Recovered,Andhra Pradesh,1140
3383,26-Aug-21,2021-08-26,Deceased,Andhra Pradesh,12
3384,27-Aug-21,2021-08-27,Confirmed,Andhra Pradesh,1515
3385,27-Aug-21,2021-08-27,Recovered,Andhra Pradesh,903
3386,27-Aug-21,2021-08-27,Deceased,Andhra Pradesh,10
3387,28-Aug-21,2021-08-28,Confirmed,Andhra Pradesh,1321
3388,28-Aug-21,2021-08-28,Recovered,Andhra Pradesh,1499
3389,28-Aug-21,2021-08-28,Deceased,Andhra Pradesh,19
3390,29-Aug-21,2021-08-29,Confirmed,Andhra Pradesh,1557
3391,29-Aug-21,2021-08-29,Recovered,Andhra Pradesh,1213
3392,29-Aug-21,2021-08-29,Deceased,Andhra Pradesh,18
3393,30-Aug-21,2021-08-30,Confirmed,Andhra Pradesh,878
3394,30-Aug-21,2021-08-30,Recovered,Andhra Pradesh,1182
3395,30-Aug-21,2021-08-30,Deceased,Andhra Pradesh,13
3396,31-Aug-21,2021-08-31,Confirmed,Andhra Pradesh,1115
3397,31-Aug-21,2021-08-31,Recovered,Andhra Pradesh,1265
3398,31-Aug-21,2021-08-31,Deceased,Andhra Pradesh,19
3399,01-Sep-21,2021-09-01,Confirmed,Andhra Pradesh,1186
3400,01-Sep-21,2021-09-01,Recovered,Andhra Pradesh,1396
3401,01-Sep-21,2021-09-01,Deceased,Andhra Pradesh,10
3402,02-Sep-21,2021-09-02,Confirmed,Andhra Pradesh,1378
3403,02-Sep-21,2021-09-02,Recovered,Andhra Pradesh,1139
3404,02-Sep-21,2021-09-02,Deceased,Andhra Pradesh,10
3405,03-Sep-21,2021-09-03,Confirmed,Andhra Pradesh,1520
3406,03-Sep-21,2021-09-03,Recovered,Andhra Pradesh,1290
3407,03-Sep-21,2021-09-03,Deceased,Andhra Pradesh,10
3408,04-Sep-21,2021-09-04,Confirmed,Andhra Pradesh,1502
3409,04-Sep-21,2021-09-04,Recovered,Andhra Pradesh,1525
3410,04-Sep-21,2021-09-04,Deceased,Andhra Pradesh,16
3411,05-Sep-21,2021-09-05,Confirmed,Andhra Pradesh,1623
3412,05-Sep-21,2021-09-05,Recovered,Andhra Pradesh,1340
3413,05-Sep-21,2021-09-05,Deceased,Andhra Pradesh,8
3414,06-Sep-21,2021-09-06,Confirmed,Andhra Pradesh,739
3415,06-Sep-21,2021-09-06,Recovered,Andhra Pradesh,1333
3416,06-Sep-21,2021-09-06,Deceased,Andhra Pradesh,14
3417,07-Sep-21,2021-09-07,Confirmed,Andhra Pradesh,1178
3418,07-Sep-21,2021-09-07,Recovered,Andhra Pradesh,1266
3419,07-Sep-21,2021-09-07,Deceased,Andhra Pradesh,10
3420,08-Sep-21,2021-09-08,Confirmed,Andhra Pradesh,1361
3421,08-Sep-21,2021-09-08,Recovered,Andhra Pradesh,1288
3422,08-Sep-21,2021-09-08,Deceased,Andhra Pradesh,15
3423,09-Sep-21,2021-09-09,Confirmed,Andhra Pradesh,1439
3424,09-Sep-21,2021-09-09,Recovered,Andhra Pradesh,1311
3425,09-Sep-21,2021-09-09,Deceased,Andhra Pradesh,14
3426,10-Sep-21,2021-09-10,Confirmed,Andhra Pradesh,1608
3427,10-Sep-21,2021-09-10,Recovered,Andhra Pradesh,1107
3428,10-Sep-21,2021-09-10,Deceased,Andhra Pradesh,6
3429,11-Sep-21,2021-09-11,Confirmed,Andhra Pradesh,1145
3430,11-Sep-21,2021-09-11,Recovered,Andhra Pradesh,1090
3431,11-Sep-21,2021-09-11,Deceased,Andhra Pradesh,17
3432,12-Sep-21,2021-09-12,Confirmed,Andhra Pradesh,1190
3433,12-Sep-21,2021-09-12,Recovered,Andhra Pradesh,1226
3434,12-Sep-21,2021-09-12,Deceased,Andhra Pradesh,11
3435,13-Sep-21,2021-09-13,Confirmed,Andhra Pradesh,864
3436,13-Sep-21,2021-09-13,Recovered,Andhra Pradesh,1310
3437,13-Sep-21,2021-09-13,Deceased,Andhra Pradesh,12
3438,14-Sep-21,2021-09-14,Confirmed,Andhra Pradesh,1125
3439,14-Sep-21,2021-09-14,Recovered,Andhra Pradesh,1356
3440,14-Sep-21,2021-09-14,Deceased,Andhra Pradesh,9
3441,15-Sep-21,2021-09-15,Confirmed,Andhra Pradesh,1445
3442,15-Sep-21,2021-09-15,Recovered,Andhra Pradesh,1243
3443,15-Sep-21,2021-09-15,Deceased,Andhra Pradesh,11
3444,16-Sep-21,2021-09-16,Confirmed,Andhra Pradesh,1367
3445,16-Sep-21,2021-09-16,Recovered,Andhra Pradesh,1248
3446,16-Sep-21,2021-09-16,Deceased,Andhra Pradesh,14
3447,17-Sep-21,2021-09-17,Confirmed,Andhra Pradesh,1393
3448,17-Sep-21,2021-09-17,Recovered,Andhra Pradesh,1296
