,Confiremed,Deceased,Recovered,Date,Date_YMD,States,value,Month-Year
835,0.0,0.0,9.0,17-Dec-20,2020-12-17,Andaman and Nicobar,9,Dec-2020
836,0.0,0.0,0.0,17-Dec-20,2020-12-17,Andaman and Nicobar,0,Dec-2020
837,9.0,0.0,0.0,18-Dec-20,2020-12-18,Andaman and Nicobar,9,Dec-2020
838,0.0,0.0,5.0,18-Dec-20,2020-12-18,Andaman and Nicobar,5,Dec-2020
839,0.0,0.0,0.0,18-Dec-20,2020-12-18,Andaman and Nicobar,0,Dec-2020
840,6.0,0.0,0.0,19-Dec-20,2020-12-19,Andaman and Nicobar,6,Dec-2020
841,0.0,0.0,7.0,19-Dec-20,2020-12-19,Andaman and Nicobar,7,Dec-2020
842,0.0,0.0,0.0,19-Dec-20,2020-12-19,Andaman and Nicobar,0,Dec-2020
843,6.0,0.0,0.0,20-Dec-20,2020-12-20,Andaman and Nicobar,6,Dec-2020
844,0.0,0.0,13.0,20-Dec-20,2020-12-20,Andaman and Nicobar,13,Dec-2020
845,0.0,0.0,0.0,20-Dec-20,2020-12-20,Andaman and Nicobar,0,Dec-2020
846,7.0,0.0,0.0,21-Dec-20,2020-12-21,Andaman and Nicobar,7,Dec-2020
847,0.0,0.0,8.0,21-Dec-20,2020-12-21,Andaman and Nicobar,8,Dec-2020
848,0.0,1.0,0.0,21-Dec-20,2020-12-21,Andaman and Nicobar,1,Dec-2020
849,5.0,0.0,0.0,22-Dec-20,2020-12-22,Andaman and Nicobar,5,Dec-2020
850,0.0,0.0,9.0,22-Dec-20,2020-12-22,Andaman and Nicobar,9,Dec-2020
851,0.0,0.0,0.0,22-Dec-20,2020-12-22,Andaman and Nicobar,0,Dec-2020
852,3.0,0.0,0.0,23-Dec-20,2020-12-23,Andaman and Nicobar,3,Dec-2020
853,0.0,0.0,12.0,23-Dec-20,2020-12-23,Andaman and Nicobar,12,Dec-2020
854,0.0,0.0,0.0,23-Dec-20,2020-12-23,Andaman and Nicobar,0,Dec-2020
855,5.0,0.0,0.0,24-Dec-20,2020-12-24,Andaman and Nicobar,5,Dec-2020
856,0.0,0.0,14.0,24-Dec-20,2020-12-24,Andaman and Nicobar,14,Dec-2020
857,0.0,0.0,0.0,24-Dec-20,2020-12-24,Andaman and Nicobar,0,Dec-2020
858,11.0,0.0,0.0,25-Dec-20,2020-12-25,Andaman and Nicobar,11,Dec-2020
859,0.0,0.0,6.0,25-Dec-20,2020-12-25,Andaman and Nicobar,6,Dec-2020
860,0.0,0.0,0.0,25-Dec-20,2020-12-25,Andaman and Nicobar,0,Dec-2020
861,0.0,0.0,0.0,26-Dec-20,2020-12-26,Andaman and Nicobar,0,Dec-2020
862,0.0,0.0,8.0,26-Dec-20,2020-12-26,Andaman and Nicobar,8,Dec-2020
863,0.0,0.0,0.0,26-Dec-20,2020-12-26,Andaman and Nicobar,0,Dec-2020
864,12.0,0.0,0.0,27-Dec-20,2020-12-27,Andaman and Nicobar,12,Dec-2020
865,0.0,0.0,9.0,27-Dec-20,2020-12-27,Andaman and Nicobar,9,Dec-2020
866,0.0,0.0,0.0,27-Dec-20,2020-12-27,Andaman and Nicobar,0,Dec-2020
867,5.0,0.0,0.0,28-Dec-20,2020-12-28,Andaman and Nicobar,5,Dec-2020
868,0.0,0.0,5.0,28-Dec-20,2020-12-28,Andaman and Nicobar,5,Dec-2020
869,0.0,0.0,0.0,28-Dec-20,2020-12-28,Andaman and Nicobar,0,Dec-2020
870,7.0,0.0,0.0,29-Dec-20,2020-12-29,Andaman and Nicobar,7,Dec-2020
871,0.0,0.0,8.0,29-Dec-20,2020-12-29,Andaman and Nicobar,8,Dec-2020
872,0.0,0.0,0.0,29-Dec-20,2020-12-29,Andaman and Nicobar,0,Dec-2020
873,5.0,0.0,0.0,30-Dec-20,2020-12-30,Andaman and Nicobar,5,Dec-2020
874,0.0,0.0,9.0,30-Dec-20,2020-12-30,Andaman and Nicobar,9,Dec-2020
875,0.0,0.0,0.0,30-Dec-20,2020-12-30,Andaman and Nicobar,0,Dec-2020
876,4.0,0.0,0.0,31-Dec-20,2020-12-31,Andaman and Nicobar,4,Dec-2020
877,0.0,0.0,6.0,31-Dec-20,2020-12-31,Andaman and Nicobar,6,Dec-2020
878,0.0,0.0,0.0,31-Dec-20,2020-12-31,Andaman and Nicobar,0,Dec-2020
879,1.0,0.0,0.0,01-Jan-21,2021-01-01,Andaman and Nicobar,1,Jan-2021
880,0.0,0.0,4.0,01-Jan-21,2021-01-01,Andaman and Nicobar,4,Jan-2021
881,0.0,0.0,0.0,01-Jan-21,2021-01-01,Andaman and Nicobar,0,Jan-2021
882,1.0,0.0,0.0,02-Jan-21,2021-01-02,Andaman and Nicobar,1,Jan-2021
883,0.0,0.0,7.0,02-Jan-21,2021-01-02,Andaman and Nicobar,7,Jan-2021
884,0.0,0.0,0.0,02-Jan-21,2021-01-02,Andaman and Nicobar,0,Jan-2021
885,1.0,0.0,0.0,03-Jan-21,2021-01-03,Andaman and Nicobar,1,Jan-2021
886,0.0,0.0,9.0,03-Jan-21,2021-01-03,Andaman and Nicobar,9,Jan-2021
887,0.0,0.0,0.0,03-Jan-21,2021-01-03,Andaman and Nicobar,0,Jan-2021
888,0.0,0.0,0.0,04-Jan-21,2021-01-04,Andaman and Nicobar,0,Jan-2021
889,0.0,0.0,2.0,04-Jan-21,2021-01-04,Andaman and Nicobar,2,Jan-2021
890,0.0,0.0,0.0,04-Jan-21,2021-01-04,Andaman and Nicobar,0,Jan-2021
891,1.0,0.0,0.0,05-Jan-21,2021-01-05,Andaman and Nicobar,1,Jan-2021
892,0.0,0.0,8.0,05-Jan-21,2021-01-05,Andaman and Nicobar,8,Jan-2021
893,0.0,0.0,0.0,05-Jan-21,2021-01-05,Andaman and Nicobar,0,Jan-2021
894,0.0,0.0,0.0,06-Jan-21,2021-01-06,Andaman and Nicobar,0,Jan-2021
895,0.0,0.0,3.0,06-Jan-21,2021-01-06,Andaman and Nicobar,3,Jan-2021
896,0.0,0.0,0.0,06-Jan-21,2021-01-06,Andaman and Nicobar,0,Jan-2021
897,9.0,0.0,0.0,07-Jan-21,2021-01-07,Andaman and Nicobar,9,Jan-2021
898,0.0,0.0,5.0,07-Jan-21,2021-01-07,Andaman and Nicobar,5,Jan-2021
899,0.0,0.0,0.0,07-Jan-21,2021-01-07,Andaman and Nicobar,0,Jan-2021
900,1.0,0.0,0.0,08-Jan-21,2021-01-08,Andaman and Nicobar,1,Jan-2021
901,0.0,0.0,2.0,08-Jan-21,2021-01-08,Andaman and Nicobar,2,Jan-2021
902,0.0,0.0,0.0,08-Jan-21,2021-01-08,Andaman and Nicobar,0,Jan-2021
903,0.0,0.0,0.0,09-Jan-21,2021-01-09,Andaman and Nicobar,0,Jan-2021
904,0.0,0.0,7.0,09-Jan-21,2021-01-09,Andaman and Nicobar,7,Jan-2021
905,0.0,0.0,0.0,09-Jan-21,2021-01-09,Andaman and Nicobar,0,Jan-2021
906,1.0,0.0,0.0,10-Jan-21,2021-01-10,Andaman and Nicobar,1,Jan-2021
907,0.0,0.0,2.0,10-Jan-21,2021-01-10,Andaman and Nicobar,2,Jan-2021
908,0.0,0.0,0.0,10-Jan-21,2021-01-10,Andaman and Nicobar,0,Jan-2021
909,3.0,0.0,0.0,11-Jan-21,2021-01-11,Andaman and Nicobar,3,Jan-2021
910,0.0,0.0,9.0,11-Jan-21,2021-01-11,Andaman and Nicobar,9,Jan-2021
911,0.0,0.0,0.0,11-Jan-21,2021-01-11,Andaman and Nicobar,0,Jan-2021
912,3.0,0.0,0.0,12-Jan-21,2021-01-12,Andaman and Nicobar,3,Jan-2021
913,0.0,0.0,2.0,12-Jan-21,2021-01-12,Andaman and Nicobar,2,Jan-2021
914,0.0,0.0,0.0,12-Jan-21,2021-01-12,Andaman and Nicobar,0,Jan-2021
915,3.0,0.0,0.0,13-Jan-21,2021-01-13,Andaman and Nicobar,3,Jan-2021
916,0.0,0.0,5.0,13-Jan-21,2021-01-13,Andaman and Nicobar,5,Jan-2021
917,0.0,0.0,0.0,13-Jan-21,2021-01-13,Andaman and Nicobar,0,Jan-2021
918,7.0,0.0,0.0,14-Jan-21,2021-01-14,Andaman and Nicobar,7,Jan-2021
919,0.0,0.0,0.0,14-Jan-21,2021-01-14,Andaman and Nicobar,0,Jan-2021
920,0.0,0.0,0.0,14-Jan-21,2021-01-14,Andaman and Nicobar,0,Jan-2021
921,3.0,0.0,0.0,15-Jan-21,2021-01-15,Andaman and Nicobar,3,Jan-2021
922,0.0,0.0,4.0,15-Jan-21,2021-01-15,Andaman and Nicobar,4,Jan-2021
923,0.0,0.0,0.0,15-Jan-21,2021-01-15,Andaman and Nicobar,0,Jan-2021
924,3.0,0.0,0.0,16-Jan-21,2021-01-16,Andaman and Nicobar,3,Jan-2021
925,0.0,0.0,0.0,16-Jan-21,2021-01-16,Andaman and Nicobar,0,Jan-2021
926,0.0,0.0,0.0,16-Jan-21,2021-01-16,Andaman and Nicobar,0,Jan-2021
927,1.0,0.0,0.0,17-Jan-21,2021-01-17,Andaman and Nicobar,1,Jan-2021
928,0.0,0.0,1.0,17-Jan-21,2021-01-17,Andaman and Nicobar,1,Jan-2021
929,0.0,0.0,0.0,17-Jan-21,2021-01-17,Andaman and Nicobar,0,Jan-2021
930,5.0,0.0,0.0,18-Jan-21,2021-01-18,Andaman and Nicobar,5,Jan-2021
931,0.0,0.0,1.0,18-Jan-21,2021-01-18,Andaman and Nicobar,1,Jan-2021
932,0.0,0.0,0.0,18-Jan-21,2021-01-18,Andaman and Nicobar,0,Jan-2021
933,1.0,0.0,0.0,19-Jan-21,2021-01-19,Andaman and Nicobar,1,Jan-2021
934,0.0,0.0,0.0,19-Jan-21,2021-01-19,Andaman and Nicobar,0,Jan-2021
935,0.0,0.0,0.0,19-Jan-21,2021-01-19,Andaman and Nicobar,0,Jan-2021
936,2.0,0.0,0.0,20-Jan-21,2021-01-20,Andaman and Nicobar,2,Jan-2021
937,0.0,0.0,3.0,20-Jan-21,2021-01-20,Andaman and Nicobar,3,Jan-2021
938,0.0,0.0,0.0,20-Jan-21,2021-01-20,Andaman and Nicobar,0,Jan-2021
939,0.0,0.0,0.0,21-Jan-21,2021-01-21,Andaman and Nicobar,0,Jan-2021
940,0.0,0.0,4.0,21-Jan-21,2021-01-21,Andaman and Nicobar,4,Jan-2021
941,0.0,0.0,0.0,21-Jan-21,2021-01-21,Andaman and Nicobar,0,Jan-2021
942,1.0,0.0,0.0,22-Jan-21,2021-01-22,Andaman and Nicobar,1,Jan-2021
943,0.0,0.0,3.0,22-Jan-21,2021-01-22,Andaman and Nicobar,3,Jan-2021
944,0.0,0.0,0.0,22-Jan-21,2021-01-22,Andaman and Nicobar,0,Jan-2021
945,1.0,0.0,0.0,23-Jan-21,2021-01-23,Andaman and Nicobar,1,Jan-2021
946,0.0,0.0,0.0,23-Jan-21,2021-01-23,Andaman and Nicobar,0,Jan-2021
947,0.0,0.0,0.0,23-Jan-21,2021-01-23,Andaman and Nicobar,0,Jan-2021
948,0.0,0.0,0.0,24-Jan-21,2021-01-24,Andaman and Nicobar,0,Jan-2021
949,0.0,0.0,1.0,24-Jan-21,2021-01-24,Andaman and Nicobar,1,Jan-2021
950,0.0,0.0,0.0,24-Jan-21,2021-01-24,Andaman and Nicobar,0,Jan-2021
951,1.0,0.0,0.0,25-Jan-21,2021-01-25,Andaman and Nicobar,1,Jan-2021
952,0.0,0.0,9.0,25-Jan-21,2021-01-25,Andaman and Nicobar,9,Jan-2021
953,0.0,0.0,0.0,25-Jan-21,2021-01-25,Andaman and Nicobar,0,Jan-2021
954,0.0,0.0,0.0,26-Jan-21,2021-01-26,Andaman and Nicobar,0,Jan-2021
955,0.0,0.0,0.0,26-Jan-21,2021-01-26,Andaman and Nicobar,0,Jan-2021
956,0.0,0.0,0.0,26-Jan-21,2021-01-26,Andaman and Nicobar,0,Jan-2021
957,0.0,0.0,0.0,27-Jan-21,2021-01-27,Andaman and Nicobar,0,Jan-2021
958,0.0,0.0,5.0,27-Jan-21,2021-01-27,Andaman and Nicobar,5,Jan-2021
959,0.0,0.0,0.0,27-Jan-21,2021-01-27,Andaman and Nicobar,0,Jan-2021
960,0.0,0.0,0.0,28-Jan-21,2021-01-28,Andaman and Nicobar,0,Jan-2021
961,0.0,0.0,2.0,28-Jan-21,2021-01-28,Andaman and Nicobar,2,Jan-2021
962,0.0,0.0,0.0,28-Jan-21,2021-01-28,Andaman and Nicobar,0,Jan-2021
963,0.0,0.0,0.0,29-Jan-21,2021-01-29,Andaman and Nicobar,0,Jan-2021
964,0.0,0.0,3.0,29-Jan-21,2021-01-29,Andaman and Nicobar,3,Jan-2021
965,0.0,0.0,0.0,29-Jan-21,2021-01-29,Andaman and Nicobar,0,Jan-2021
966,0.0,0.0,0.0,30-Jan-21,2021-01-30,Andaman and Nicobar,0,Jan-2021
967,0.0,0.0,1.0,30-Jan-21,2021-01-30,Andaman and Nicobar,1,Jan-2021
968,0.0,0.0,0.0,30-Jan-21,2021-01-30,Andaman and Nicobar,0,Jan-2021
969,0.0,0.0,0.0,31-Jan-21,2021-01-31,Andaman and Nicobar,0,Jan-2021
970,0.0,0.0,0.0,31-Jan-21,2021-01-31,Andaman and Nicobar,0,Jan-2021
971,0.0,0.0,0.0,31-Jan-21,2021-01-31,Andaman and Nicobar,0,Jan-2021
972,0.0,0.0,0.0,01-Feb-21,2021-02-01,Andaman and Nicobar,0,Feb-2021
973,0.0,0.0,4.0,01-Feb-21,2021-02-01,Andaman and Nicobar,4,Feb-2021
974,0.0,0.0,0.0,01-Feb-21,2021-02-01,Andaman and Nicobar,0,Feb-2021
975,0.0,0.0,0.0,02-Feb-21,2021-02-02,Andaman and Nicobar,0,Feb-2021
976,0.0,0.0,0.0,02-Feb-21,2021-02-02,Andaman and Nicobar,0,Feb-2021
977,0.0,0.0,0.0,02-Feb-21,2021-02-02,Andaman and Nicobar,0,Feb-2021
978,0.0,0.0,0.0,03-Feb-21,2021-02-03,Andaman and Nicobar,0,Feb-2021
979,0.0,0.0,0.0,03-Feb-21,2021-02-03,Andaman and Nicobar,0,Feb-2021
980,0.0,0.0,0.0,03-Feb-21,2021-02-03,Andaman and Nicobar,0,Feb-2021
981,0.0,0.0,0.0,04-Feb-21,2021-02-04,Andaman and Nicobar,0,Feb-2021
982,0.0,0.0,0.0,04-Feb-21,2021-02-04,Andaman and Nicobar,0,Feb-2021
983,0.0,0.0,0.0,04-Feb-21,2021-02-04,Andaman and Nicobar,0,Feb-2021
984,3.0,0.0,0.0,05-Feb-21,2021-02-05,Andaman and Nicobar,3,Feb-2021
985,0.0,0.0,0.0,05-Feb-21,2021-02-05,Andaman and Nicobar,0,Feb-2021
986,0.0,0.0,0.0,05-Feb-21,2021-02-05,Andaman and Nicobar,0,Feb-2021
987,3.0,0.0,0.0,06-Feb-21,2021-02-06,Andaman and Nicobar,3,Feb-2021
988,0.0,0.0,0.0,06-Feb-21,2021-02-06,Andaman and Nicobar,0,Feb-2021
989,0.0,0.0,0.0,06-Feb-21,2021-02-06,Andaman and Nicobar,0,Feb-2021
990,1.0,0.0,0.0,07-Feb-21,2021-02-07,Andaman and Nicobar,1,Feb-2021
991,0.0,0.0,0.0,07-Feb-21,2021-02-07,Andaman and Nicobar,0,Feb-2021
992,0.0,0.0,0.0,07-Feb-21,2021-02-07,Andaman and Nicobar,0,Feb-2021
993,4.0,0.0,0.0,08-Feb-21,2021-02-08,Andaman and Nicobar,4,Feb-2021
994,0.0,0.0,0.0,08-Feb-21,2021-02-08,Andaman and Nicobar,0,Feb-2021
995,0.0,0.0,0.0,08-Feb-21,2021-02-08,Andaman and Nicobar,0,Feb-2021
996,2.0,0.0,0.0,09-Feb-21,2021-02-09,Andaman and Nicobar,2,Feb-2021
997,0.0,0.0,0.0,09-Feb-21,2021-02-09,Andaman and Nicobar,0,Feb-2021
998,0.0,0.0,0.0,09-Feb-21,2021-02-09,Andaman and Nicobar,0,Feb-2021
999,0.0,0.0,0.0,10-Feb-21,2021-02-10,Andaman and Nicobar,0,Feb-2021
1000,0.0,0.0,0.0,10-Feb-21,2021-02-10,Andaman and Nicobar,0,Feb-2021
1001,0.0,0.0,0.0,10-Feb-21,2021-02-10,Andaman and Nicobar,0,Feb-2021
1002,0.0,0.0,0.0,11-Feb-21,2021-02-11,Andaman and Nicobar,0,Feb-2021
1003,0.0,0.0,0.0,11-Feb-21,2021-02-11,Andaman and Nicobar,0,Feb-2021
1004,0.0,0.0,0.0,11-Feb-21,2021-02-11,Andaman and Nicobar,0,Feb-2021
1005,0.0,0.0,0.0,12-Feb-21,2021-02-12,Andaman and Nicobar,0,Feb-2021
1006,0.0,0.0,2.0,12-Feb-21,2021-02-12,Andaman and Nicobar,2,Feb-2021
1007,0.0,0.0,0.0,12-Feb-21,2021-02-12,Andaman and Nicobar,0,Feb-2021
1008,2.0,0.0,0.0,13-Feb-21,2021-02-13,Andaman and Nicobar,2,Feb-2021
1009,0.0,0.0,4.0,13-Feb-21,2021-02-13,Andaman and Nicobar,4,Feb-2021
1010,0.0,0.0,0.0,13-Feb-21,2021-02-13,Andaman and Nicobar,0,Feb-2021
1011,0.0,0.0,0.0,14-Feb-21,2021-02-14,Andaman and Nicobar,0,Feb-2021
1012,0.0,0.0,0.0,14-Feb-21,2021-02-14,Andaman and Nicobar,0,Feb-2021
1013,0.0,0.0,0.0,14-Feb-21,2021-02-14,Andaman and Nicobar,0,Feb-2021
1014,0.0,0.0,0.0,15-Feb-21,2021-02-15,Andaman and Nicobar,0,Feb-2021
1015,0.0,0.0,0.0,15-Feb-21,2021-02-15,Andaman and Nicobar,0,Feb-2021
1016,0.0,0.0,0.0,15-Feb-21,2021-02-15,Andaman and Nicobar,0,Feb-2021
1017,4.0,0.0,0.0,16-Feb-21,2021-02-16,Andaman and Nicobar,4,Feb-2021
1018,0.0,0.0,5.0,16-Feb-21,2021-02-16,Andaman and Nicobar,5,Feb-2021
1019,0.0,0.0,0.0,16-Feb-21,2021-02-16,Andaman and Nicobar,0,Feb-2021
1020,1.0,0.0,0.0,17-Feb-21,2021-02-17,Andaman and Nicobar,1,Feb-2021
1021,0.0,0.0,1.0,17-Feb-21,2021-02-17,Andaman and Nicobar,1,Feb-2021
1022,0.0,0.0,0.0,17-Feb-21,2021-02-17,Andaman and Nicobar,0,Feb-2021
1023,0.0,0.0,0.0,18-Feb-21,2021-02-18,Andaman and Nicobar,0,Feb-2021
1024,0.0,0.0,0.0,18-Feb-21,2021-02-18,Andaman and Nicobar,0,Feb-2021
1025,0.0,0.0,0.0,18-Feb-21,2021-02-18,Andaman and Nicobar,0,Feb-2021
1026,0.0,0.0,0.0,19-Feb-21,2021-02-19,Andaman and Nicobar,0,Feb-2021
1027,0.0,0.0,4.0,19-Feb-21,2021-02-19,Andaman and Nicobar,4,Feb-2021
1028,0.0,0.0,0.0,19-Feb-21,2021-02-19,Andaman and Nicobar,0,Feb-2021
1029,0.0,0.0,0.0,20-Feb-21,2021-02-20,Andaman and Nicobar,0,Feb-2021
1030,0.0,0.0,1.0,20-Feb-21,2021-02-20,Andaman and Nicobar,1,Feb-2021
1031,0.0,0.0,0.0,20-Feb-21,2021-02-20,Andaman and Nicobar,0,Feb-2021
1032,0.0,0.0,0.0,21-Feb-21,2021-02-21,Andaman and Nicobar,0,Feb-2021
1033,0.0,0.0,0.0,21-Feb-21,2021-02-21,Andaman and Nicobar,0,Feb-2021
1034,0.0,0.0,0.0,21-Feb-21,2021-02-21,Andaman and Nicobar,0,Feb-2021
1035,1.0,0.0,0.0,22-Feb-21,2021-02-22,Andaman and Nicobar,1,Feb-2021
1036,0.0,0.0,0.0,22-Feb-21,2021-02-22,Andaman and Nicobar,0,Feb-2021
1037,0.0,0.0,0.0,22-Feb-21,2021-02-22,Andaman and Nicobar,0,Feb-2021
1038,1.0,0.0,0.0,23-Feb-21,2021-02-23,Andaman and Nicobar,1,Feb-2021
1039,0.0,0.0,0.0,23-Feb-21,2021-02-23,Andaman and Nicobar,0,Feb-2021
1040,0.0,0.0,0.0,23-Feb-21,2021-02-23,Andaman and Nicobar,0,Feb-2021
1041,0.0,0.0,0.0,24-Feb-21,2021-02-24,Andaman and Nicobar,0,Feb-2021
1042,0.0,0.0,1.0,24-Feb-21,2021-02-24,Andaman and Nicobar,1,Feb-2021
1043,0.0,0.0,0.0,24-Feb-21,2021-02-24,Andaman and Nicobar,0,Feb-2021
1044,0.0,0.0,0.0,25-Feb-21,2021-02-25,Andaman and Nicobar,0,Feb-2021
1045,0.0,0.0,2.0,25-Feb-21,2021-02-25,Andaman and Nicobar,2,Feb-2021
1046,0.0,0.0,0.0,25-Feb-21,2021-02-25,Andaman and Nicobar,0,Feb-2021
1047,1.0,0.0,0.0,26-Feb-21,2021-02-26,Andaman and Nicobar,1,Feb-2021
1048,0.0,0.0,0.0,26-Feb-21,2021-02-26,Andaman and Nicobar,0,Feb-2021
1049,0.0,0.0,0.0,26-Feb-21,2021-02-26,Andaman and Nicobar,0,Feb-2021
1050,1.0,0.0,0.0,27-Feb-21,2021-02-27,Andaman and Nicobar,1,Feb-2021
1051,0.0,0.0,0.0,27-Feb-21,2021-02-27,Andaman and Nicobar,0,Feb-2021
1052,0.0,0.0,0.0,27-Feb-21,2021-02-27,Andaman and Nicobar,0,Feb-2021
1053,2.0,0.0,0.0,28-Feb-21,2021-02-28,Andaman and Nicobar,2,Feb-2021
1054,0.0,0.0,0.0,28-Feb-21,2021-02-28,Andaman and Nicobar,0,Feb-2021
1055,0.0,0.0,0.0,28-Feb-21,2021-02-28,Andaman and Nicobar,0,Feb-2021
1056,0.0,0.0,0.0,01-Mar-21,2021-03-01,Andaman and Nicobar,0,Mar-2021
1057,0.0,0.0,0.0,01-Mar-21,2021-03-01,Andaman and Nicobar,0,Mar-2021
1058,0.0,0.0,0.0,01-Mar-21,2021-03-01,Andaman and Nicobar,0,Mar-2021
1059,0.0,0.0,0.0,02-Mar-21,2021-03-02,Andaman and Nicobar,0,Mar-2021
1060,0.0,0.0,0.0,02-Mar-21,2021-03-02,Andaman and Nicobar,0,Mar-2021
1061,0.0,0.0,0.0,02-Mar-21,2021-03-02,Andaman and Nicobar,0,Mar-2021
1062,2.0,0.0,0.0,03-Mar-21,2021-03-03,Andaman and Nicobar,2,Mar-2021
1063,0.0,0.0,0.0,03-Mar-21,2021-03-03,Andaman and Nicobar,0,Mar-2021
1064,0.0,0.0,0.0,03-Mar-21,2021-03-03,Andaman and Nicobar,0,Mar-2021
1065,2.0,0.0,0.0,04-Mar-21,2021-03-04,Andaman and Nicobar,2,Mar-2021
1066,0.0,0.0,1.0,04-Mar-21,2021-03-04,Andaman and Nicobar,1,Mar-2021
1067,0.0,0.0,0.0,04-Mar-21,2021-03-04,Andaman and Nicobar,0,Mar-2021
1068,0.0,0.0,0.0,05-Mar-21,2021-03-05,Andaman and Nicobar,0,Mar-2021
1069,0.0,0.0,1.0,05-Mar-21,2021-03-05,Andaman and Nicobar,1,Mar-2021
1070,0.0,0.0,0.0,05-Mar-21,2021-03-05,Andaman and Nicobar,0,Mar-2021
1071,0.0,0.0,0.0,06-Mar-21,2021-03-06,Andaman and Nicobar,0,Mar-2021
1072,0.0,0.0,1.0,06-Mar-21,2021-03-06,Andaman and Nicobar,1,Mar-2021
1073,0.0,0.0,0.0,06-Mar-21,2021-03-06,Andaman and Nicobar,0,Mar-2021
1074,0.0,0.0,0.0,07-Mar-21,2021-03-07,Andaman and Nicobar,0,Mar-2021
1075,0.0,0.0,0.0,07-Mar-21,2021-03-07,Andaman and Nicobar,0,Mar-2021
1076,0.0,0.0,0.0,07-Mar-21,2021-03-07,Andaman and Nicobar,0,Mar-2021
1077,2.0,0.0,0.0,08-Mar-21,2021-03-08,Andaman and Nicobar,2,Mar-2021
1078,0.0,0.0,2.0,08-Mar-21,2021-03-08,Andaman and Nicobar,2,Mar-2021
1079,0.0,0.0,0.0,08-Mar-21,2021-03-08,Andaman and Nicobar,0,Mar-2021
1080,2.0,0.0,0.0,09-Mar-21,2021-03-09,Andaman and Nicobar,2,Mar-2021
1081,0.0,0.0,1.0,09-Mar-21,2021-03-09,Andaman and Nicobar,1,Mar-2021
1082,0.0,0.0,0.0,09-Mar-21,2021-03-09,Andaman and Nicobar,0,Mar-2021
1083,0.0,0.0,0.0,10-Mar-21,2021-03-10,Andaman and Nicobar,0,Mar-2021
1084,0.0,0.0,2.0,10-Mar-21,2021-03-10,Andaman and Nicobar,2,Mar-2021
1085,0.0,0.0,0.0,10-Mar-21,2021-03-10,Andaman and Nicobar,0,Mar-2021
1086,0.0,0.0,0.0,11-Mar-21,2021-03-11,Andaman and Nicobar,0,Mar-2021
1087,0.0,0.0,0.0,11-Mar-21,2021-03-11,Andaman and Nicobar,0,Mar-2021
1088,0.0,0.0,0.0,11-Mar-21,2021-03-11,Andaman and Nicobar,0,Mar-2021
1089,1.0,0.0,0.0,12-Mar-21,2021-03-12,Andaman and Nicobar,1,Mar-2021
1090,0.0,0.0,1.0,12-Mar-21,2021-03-12,Andaman and Nicobar,1,Mar-2021
1091,0.0,0.0,0.0,12-Mar-21,2021-03-12,Andaman and Nicobar,0,Mar-2021
1092,1.0,0.0,0.0,13-Mar-21,2021-03-13,Andaman and Nicobar,1,Mar-2021
1093,0.0,0.0,3.0,13-Mar-21,2021-03-13,Andaman and Nicobar,3,Mar-2021
1094,0.0,0.0,0.0,13-Mar-21,2021-03-13,Andaman and Nicobar,0,Mar-2021
1095,1.0,0.0,0.0,14-Mar-21,2021-03-14,Andaman and Nicobar,1,Mar-2021
1096,0.0,0.0,0.0,14-Mar-21,2021-03-14,Andaman and Nicobar,0,Mar-2021
1097,0.0,0.0,0.0,14-Mar-21,2021-03-14,Andaman and Nicobar,0,Mar-2021
1098,0.0,0.0,0.0,15-Mar-21,2021-03-15,Andaman and Nicobar,0,Mar-2021
1099,0.0,0.0,2.0,15-Mar-21,2021-03-15,Andaman and Nicobar,2,Mar-2021
1100,0.0,0.0,0.0,15-Mar-21,2021-03-15,Andaman and Nicobar,0,Mar-2021
1101,1.0,0.0,0.0,16-Mar-21,2021-03-16,Andaman and Nicobar,1,Mar-2021
1102,0.0,0.0,1.0,16-Mar-21,2021-03-16,Andaman and Nicobar,1,Mar-2021
1103,0.0,0.0,0.0,16-Mar-21,2021-03-16,Andaman and Nicobar,0,Mar-2021
1104,3.0,0.0,0.0,17-Mar-21,2021-03-17,Andaman and Nicobar,3,Mar-2021
1105,0.0,0.0,0.0,17-Mar-21,2021-03-17,Andaman and Nicobar,0,Mar-2021
1106,0.0,0.0,0.0,17-Mar-21,2021-03-17,Andaman and Nicobar,0,Mar-2021
1107,1.0,0.0,0.0,18-Mar-21,2021-03-18,Andaman and Nicobar,1,Mar-2021
1108,0.0,0.0,2.0,18-Mar-21,2021-03-18,Andaman and Nicobar,2,Mar-2021
1109,0.0,0.0,0.0,18-Mar-21,2021-03-18,Andaman and Nicobar,0,Mar-2021
1110,2.0,0.0,0.0,19-Mar-21,2021-03-19,Andaman and Nicobar,2,Mar-2021
1111,0.0,0.0,0.0,19-Mar-21,2021-03-19,Andaman and Nicobar,0,Mar-2021
1112,0.0,0.0,0.0,19-Mar-21,2021-03-19,Andaman and Nicobar,0,Mar-2021
1113,0.0,0.0,0.0,20-Mar-21,2021-03-20,Andaman and Nicobar,0,Mar-2021
1114,0.0,0.0,0.0,20-Mar-21,2021-03-20,Andaman and Nicobar,0,Mar-2021
1115,0.0,0.0,0.0,20-Mar-21,2021-03-20,Andaman and Nicobar,0,Mar-2021
1116,1.0,0.0,0.0,21-Mar-21,2021-03-21,Andaman and Nicobar,1,Mar-2021
